employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
27031,7,16,1,1,0,1,36,4.0,10,1,0,60,1
10432,4,27,1,1,0,1,31,5.0,6,1,0,94,1
15206,4,22,1,0,0,2,31,3.0,4,1,0,55,1
73761,4,2,2,0,1,1,40,4.0,2,1,0,62,1
36969,4,22,1,0,0,1,35,5.0,4,1,0,59,1
36505,8,20,1,1,1,1,26,5.0,3,1,0,81,1
57840,3,7,2,1,0,1,54,5.0,18,0,0,94,1
76995,5,3,1,1,0,2,30,3.0,4,1,0,71,1
73824,1,28,1,1,1,2,29,5.0,3,1,0,56,1
30042,4,15,1,1,1,1,36,5.0,9,1,0,61,1
31705,4,2,1,0,1,1,37,5.0,11,1,0,57,1
35718,7,31,1,1,1,2,34,5.0,6,1,0,51,1
7119,0,30,1,1,1,1,29,5.0,4,0,0,85,1
66039,4,28,1,1,0,1,26,3.0,3,0,1,74,1
3657,7,2,1,1,1,1,31,3.0,6,1,1,96,1
6162,4,22,1,0,1,1,34,3.0,5,1,1,62,1
65573,8,27,1,0,1,1,28,3.0,2,1,0,80,1
58681,1,2,1,1,0,2,60,4.0,9,0,0,70,1
69252,8,7,1,0,0,1,32,1.0,4,1,0,79,1
28755,4,22,1,1,0,1,33,5.0,6,0,0,74,1
73642,0,2,1,1,0,1,23,,1,1,0,81,1
32309,4,22,1,1,0,1,31,4.0,5,1,0,61,1
15118,8,22,1,0,0,1,29,3.0,2,1,0,80,1
63088,7,22,1,0,0,1,29,5.0,2,1,0,49,1
20708,8,22,1,1,1,1,28,,1,1,0,84,1
11114,8,7,2,1,1,1,40,3.0,6,1,0,82,1
29956,7,22,1,1,0,1,28,3.0,2,1,0,99,1
844,4,22,1,0,0,2,33,5.0,6,0,0,70,1
69255,1,30,1,0,1,1,28,,1,1,0,64,1
41747,4,23,2,1,0,1,38,3.0,9,1,0,57,1
48734,4,28,2,1,1,1,33,3.0,5,1,0,59,1
911,5,7,1,1,0,2,32,5.0,7,1,0,66,1
30634,4,6,1,1,1,1,26,5.0,2,1,0,62,1
13498,7,31,1,1,0,1,34,5.0,10,1,0,53,1
54218,5,15,2,0,0,1,32,3.0,3,0,0,85,1
41122,0,4,1,1,0,1,38,4.0,10,0,0,85,1
46875,4,4,2,1,0,1,38,3.0,4,1,0,98,1
67045,7,2,2,1,0,1,37,4.0,2,1,0,64,1
73484,0,22,2,1,0,1,34,5.0,8,1,0,82,1
23626,8,2,1,0,1,1,31,2.0,8,1,0,81,1
62575,4,4,2,1,0,1,42,,1,1,1,57,1
33124,4,2,2,1,0,1,52,1.0,19,0,0,70,1
48070,8,7,2,0,1,1,39,3.0,11,0,0,88,1
27775,8,7,1,1,0,1,52,5.0,4,0,1,89,1
23234,2,3,2,1,0,1,32,4.0,4,1,1,89,1
19173,7,7,2,1,1,1,33,5.0,7,1,1,90,1
52338,7,7,1,1,1,1,29,,1,1,0,47,1
23722,0,7,2,1,1,1,34,5.0,4,1,0,81,1
11632,5,2,1,0,1,1,52,5.0,6,1,0,67,1
25131,8,11,1,1,1,1,31,5.0,7,0,0,81,1
73512,2,7,2,1,0,2,31,3.0,2,0,0,57,1
55587,8,17,1,0,0,1,30,5.0,4,1,0,76,1
47596,5,2,1,1,0,1,28,,1,0,1,96,1
49476,7,7,1,1,1,1,50,3.0,18,1,0,47,1
59691,0,28,1,1,0,1,28,5.0,2,0,1,85,1
31428,4,13,1,0,0,1,49,4.0,17,1,0,89,1
28154,7,7,1,1,0,2,35,3.0,7,1,1,47,1
14494,3,22,1,1,2,1,29,3.0,3,1,0,60,1
61696,8,25,2,0,1,1,34,3.0,7,1,0,82,1
34436,4,13,1,1,0,2,24,,1,1,1,58,1
49594,5,31,2,0,0,1,38,4.0,3,1,0,71,1
28057,4,2,1,0,0,1,32,3.0,5,0,0,70,1
8277,0,17,1,1,0,1,30,5.0,6,0,0,83,1
67242,4,2,1,1,0,1,35,4.0,3,1,0,61,1
51515,8,15,1,1,1,2,35,2.0,9,0,0,90,1
55657,4,22,1,0,0,2,28,,1,1,0,63,1
77204,0,22,2,1,1,1,39,3.0,4,1,0,85,1
17566,4,4,1,0,0,1,38,3.0,10,0,0,63,1
48655,5,7,2,1,1,1,34,1.0,4,0,1,94,1
62252,3,2,1,1,0,1,37,2.0,7,1,1,89,1
67831,7,28,2,1,0,1,32,5.0,7,0,1,85,1
9586,7,22,1,1,0,1,29,3.0,4,0,0,58,1
5085,8,26,2,1,1,2,32,4.0,2,1,0,82,1
66072,0,20,1,1,1,1,29,5.0,2,1,1,95,1
62508,7,7,2,1,1,1,34,1.0,7,1,0,48,1
68060,7,22,1,1,0,1,43,4.0,6,1,0,51,1
22917,7,2,1,1,0,1,36,5.0,5,1,0,46,1
25486,0,22,1,1,0,1,28,3.0,4,1,0,85,1
58148,0,7,1,1,1,1,30,4.0,3,0,0,91,1
63598,7,14,1,0,1,2,33,2.0,8,1,0,47,1
23006,6,26,1,1,1,1,29,,1,1,0,89,1
55943,0,25,1,1,0,1,28,3.0,4,0,0,88,1
13537,4,11,1,1,1,2,33,3.0,7,1,0,57,1
24013,4,7,2,1,1,3,44,5.0,6,0,0,72,1
38631,7,4,2,1,0,1,38,5.0,8,0,0,60,1
60653,7,8,1,1,1,1,29,,1,1,0,93,1
15424,4,22,2,0,1,1,34,5.0,7,1,0,56,1
71661,0,32,1,1,0,3,28,3.0,2,1,0,88,1
51889,4,13,1,0,1,1,41,4.0,4,1,0,71,1
52855,8,15,2,0,0,3,32,4.0,2,1,0,80,1
38101,4,4,1,1,1,1,45,4.0,2,1,0,61,1
65048,8,17,1,0,1,1,30,5.0,6,1,0,80,1
71395,7,23,2,1,0,1,36,4.0,2,1,0,48,1
72416,5,2,1,0,1,1,31,2.0,5,1,0,71,1
60311,5,14,2,1,1,1,38,5.0,3,1,0,71,1
76443,7,26,1,1,1,1,36,4.0,5,1,1,64,1
33739,0,7,1,1,1,2,32,4.0,2,1,1,81,1
69275,5,27,2,0,1,1,36,4.0,4,1,0,71,1
23256,0,22,1,1,0,1,29,5.0,7,0,0,88,1
59933,7,13,1,1,0,1,43,5.0,5,1,0,52,1
49508,4,4,2,0,1,1,44,5.0,3,1,0,59,1
62389,1,22,1,1,1,1,27,3.0,3,0,0,71,1
51301,0,22,1,1,2,2,29,2.0,7,1,0,81,1
67690,5,8,1,1,0,1,27,5.0,4,0,0,97,1
40022,5,27,1,1,1,2,27,,1,1,0,67,1
15447,8,13,1,1,1,3,43,5.0,15,1,0,83,1
25996,0,28,1,1,0,1,28,4.0,4,1,0,85,1
58742,4,2,1,1,1,1,30,5.0,7,0,0,75,1
22453,4,7,1,0,1,1,47,4.0,19,1,0,61,1
65748,4,7,2,0,1,1,36,5.0,5,1,0,61,1
57746,4,22,1,0,1,2,38,4.0,10,1,0,56,1
74797,5,2,1,0,1,1,30,3.0,5,1,1,70,1
62799,5,10,2,0,1,1,32,5.0,5,0,0,92,1
49956,4,12,1,0,0,1,32,5.0,7,1,1,93,1
51920,8,8,2,0,1,1,36,5.0,9,0,1,92,1
19966,7,27,2,1,0,1,37,5.0,3,0,0,56,1
8867,3,27,1,0,0,1,27,2.0,2,1,0,61,1
67750,0,22,1,1,0,1,28,5.0,5,1,0,86,1
72966,7,13,1,1,1,1,38,4.0,7,1,0,90,1
40280,3,22,1,1,0,1,35,3.0,4,0,1,70,1
14387,5,2,1,1,0,3,25,5.0,2,0,0,80,1
68212,7,2,2,1,2,1,32,3.0,9,1,0,89,1
26552,8,7,1,1,0,1,40,3.0,10,1,0,74,1
43849,7,28,1,1,0,1,39,5.0,9,1,0,45,1
4395,0,22,1,1,1,1,31,3.0,3,1,0,84,1
31877,4,32,1,0,1,1,30,5.0,3,0,1,66,1
40368,7,2,1,1,1,1,37,5.0,5,1,0,51,1
47048,4,2,2,0,1,2,39,3.0,10,0,0,99,1
66706,8,29,2,0,0,1,31,3.0,3,1,0,77,1
39669,4,2,2,0,0,1,51,3.0,12,0,1,73,1
5004,8,2,1,1,1,1,56,5.0,16,1,0,98,1
69573,5,2,2,0,1,1,36,3.0,7,1,0,72,1
58366,0,28,1,1,0,1,27,5.0,2,1,0,87,1
44454,5,7,1,0,0,1,32,5.0,3,0,0,80,1
43266,7,28,1,1,0,1,28,3.0,2,1,0,49,1
59092,8,2,1,0,0,1,39,4.0,9,1,0,84,1
48239,8,7,1,1,1,1,36,3.0,2,0,0,89,1
40698,8,16,2,0,1,1,41,3.0,5,1,0,81,1
13177,7,24,1,1,1,4,33,4.0,6,1,1,50,1
71350,7,17,1,1,0,1,29,5.0,3,0,1,67,1
32859,7,22,1,1,1,1,26,5.0,2,1,0,46,1
41391,4,7,2,1,0,1,38,5.0,7,1,0,59,1
1296,5,7,2,1,0,1,45,5.0,13,1,0,68,1
4484,4,27,1,1,0,1,35,5.0,8,1,0,59,1
76836,4,2,2,1,1,1,45,3.0,11,0,1,72,1
38626,5,30,1,0,0,1,36,3.0,3,1,0,74,1
26660,7,2,1,0,1,1,30,5.0,7,1,0,49,1
19741,7,26,1,1,0,1,26,3.0,3,0,0,66,1
4558,0,22,1,1,0,1,27,4.0,2,0,0,81,1
22949,0,7,1,1,1,1,36,5.0,8,1,0,81,1
49135,5,2,1,1,0,1,32,3.0,9,0,1,83,1
7968,5,13,2,0,0,1,36,5.0,8,1,0,67,1
32650,7,25,1,1,0,1,26,2.0,2,0,0,65,1
50508,5,2,1,0,0,1,33,3.0,8,1,0,74,1
12844,4,22,2,0,0,4,33,5.0,2,1,0,60,1
20140,1,7,2,1,1,1,34,4.0,4,1,0,54,1
70550,0,22,1,0,1,1,27,4.0,4,1,1,84,1
17927,7,2,1,0,0,1,49,3.0,8,1,1,92,1
39913,5,13,2,1,1,1,41,3.0,4,1,0,69,1
3878,1,13,1,1,0,1,36,3.0,4,0,0,70,1
69111,0,2,1,1,0,1,36,5.0,5,0,0,91,1
3443,8,23,2,1,0,1,49,2.0,17,1,0,78,1
35772,5,2,2,0,0,1,35,5.0,3,0,0,78,1
29837,0,7,1,1,1,1,32,5.0,5,1,0,81,1
37637,0,19,1,1,0,1,34,3.0,7,1,0,86,1
19901,7,2,1,1,1,2,43,2.0,4,1,0,91,1
12016,8,2,0,1,2,1,22,,1,1,0,80,1
58299,5,13,1,1,1,1,31,4.0,6,1,0,70,1
44324,5,2,2,0,0,1,46,5.0,5,1,0,68,1
57588,7,7,1,1,0,1,28,3.0,3,0,1,91,1
73645,7,34,1,1,0,1,28,4.0,4,1,1,97,1
63656,0,25,1,1,1,2,27,,1,0,0,88,1
27067,5,2,2,0,0,1,53,2.0,12,1,0,70,1
41085,0,29,1,1,1,1,30,5.0,4,0,0,83,1
25931,5,23,2,0,0,1,36,3.0,8,1,0,67,1
71595,0,22,1,1,1,2,27,3.0,3,1,0,81,1
12265,4,5,1,1,0,1,25,3.0,3,1,0,59,1
70077,6,22,1,1,0,1,31,3.0,2,1,1,87,1
22036,4,22,1,0,0,1,32,5.0,8,1,0,58,1
59067,3,2,2,1,1,1,56,5.0,13,1,0,58,1
5718,4,27,2,1,1,1,48,5.0,20,1,0,62,1
14016,4,33,1,1,0,1,37,2.0,7,1,0,57,1
76861,0,22,2,1,1,1,33,5.0,3,1,0,94,1
5696,8,22,2,1,1,1,45,5.0,11,1,0,84,1
3324,8,2,2,1,1,1,38,3.0,10,1,0,84,1
60112,7,2,1,0,0,1,38,3.0,3,1,0,52,1
3742,7,4,2,0,1,1,34,5.0,7,1,0,92,1
66900,4,22,1,0,0,1,38,5.0,7,0,1,70,1
74032,7,2,1,1,0,1,23,4.0,2,1,0,48,1
56261,4,7,1,0,0,1,43,5.0,10,1,0,59,1
70468,8,26,1,1,0,1,26,3.0,3,1,0,73,1
11776,7,25,1,1,0,1,26,3.0,2,1,0,47,1
53685,4,15,1,0,1,1,44,5.0,12,1,0,63,1
19457,5,15,1,1,0,2,36,5.0,4,1,0,68,1
14181,5,2,1,1,0,1,24,,1,1,1,94,1
11951,4,19,1,0,1,1,41,5.0,10,1,0,58,1
27931,7,2,1,0,1,1,37,1.0,5,0,1,59,1
57323,7,3,1,1,1,1,29,4.0,2,1,0,50,1
19730,8,7,2,0,1,1,51,5.0,3,0,0,93,1
47157,8,2,1,0,1,2,31,5.0,6,1,0,78,1
40154,5,2,1,1,0,1,31,4.0,6,1,0,71,1
12622,8,7,1,0,0,1,30,3.0,5,1,0,79,1
46806,8,7,2,1,0,1,37,5.0,10,0,1,88,1
46708,5,7,2,1,0,1,40,4.0,5,1,0,68,1
22872,1,2,2,1,0,3,37,5.0,10,1,0,91,1
26219,8,26,1,0,0,1,28,5.0,2,1,0,81,1
6687,5,22,2,1,1,2,31,5.0,5,1,0,70,1
56449,7,22,1,0,1,1,27,5.0,5,0,0,59,1
2257,6,4,2,1,0,1,36,4.0,10,1,0,86,1
19351,7,2,1,0,1,1,30,3.0,4,1,0,48,1
3715,6,22,1,1,1,2,30,4.0,2,1,0,85,1
25387,7,6,1,0,1,1,32,,1,1,0,97,1
42643,7,4,2,1,0,1,38,3.0,4,1,1,51,1
35573,0,11,1,1,1,1,29,,1,1,0,84,1
47108,7,26,1,1,1,1,41,3.0,13,1,0,48,1
74712,4,7,2,1,0,1,37,5.0,9,0,0,70,1
47845,4,10,2,1,0,1,35,3.0,8,0,0,72,1
25943,8,5,1,1,0,1,45,5.0,7,1,1,82,1
36032,7,4,2,1,0,1,35,4.0,7,1,1,50,1
11985,7,11,1,1,1,1,35,5.0,4,1,0,51,1
47168,7,3,2,1,0,1,33,5.0,2,1,0,92,1
28056,7,16,1,1,1,1,27,5.0,3,1,0,53,1
34390,7,2,1,1,0,1,55,4.0,11,1,0,93,1
12482,7,7,1,1,1,1,33,3.0,4,1,0,52,1
5712,7,28,1,1,0,1,35,4.0,12,1,0,64,1
74274,8,22,2,1,0,2,33,5.0,5,1,0,81,1
73466,4,15,1,0,0,1,33,5.0,7,1,0,56,1
74709,0,28,1,1,1,1,28,5.0,4,1,0,84,1
13834,4,26,1,0,1,1,36,3.0,10,0,0,72,1
62044,1,28,1,0,0,1,26,5.0,2,1,0,60,1
48154,4,2,2,0,0,1,37,5.0,3,1,1,56,1
40697,0,25,2,1,0,2,35,3.0,4,1,0,86,1
40884,0,22,1,1,0,3,38,5.0,2,1,0,87,1
56916,7,13,1,1,2,1,30,3.0,6,0,0,93,1
59539,0,3,1,1,1,1,28,5.0,4,1,0,88,1
67455,5,8,2,0,1,1,33,3.0,2,1,0,71,1
42476,8,26,1,1,0,2,39,5.0,5,0,0,90,1
28180,7,22,1,1,0,1,27,,1,1,0,81,1
67210,7,4,2,1,0,1,51,3.0,19,0,0,59,1
16978,4,2,2,1,0,1,43,3.0,2,1,0,60,1
23423,1,22,1,1,0,1,28,3.0,6,1,0,60,1
9308,7,7,1,1,1,1,31,,1,0,1,98,1
72278,4,4,1,1,0,2,35,3.0,9,1,1,98,1
11537,4,22,1,1,0,1,32,3.0,6,1,0,58,1
22303,5,2,2,0,1,1,34,5.0,7,1,0,73,1
26590,7,27,1,1,1,1,39,5.0,4,0,0,68,1
12317,7,22,1,0,0,1,28,5.0,3,1,0,50,1
7537,4,7,2,0,1,1,52,3.0,13,0,0,74,1
63014,4,2,1,0,0,1,25,,1,1,0,54,1
62744,7,22,2,1,0,1,34,3.0,6,0,0,93,1
54778,0,7,2,1,1,2,38,5.0,7,0,0,88,1
72532,5,14,1,0,0,1,36,3.0,8,0,0,83,1
17576,7,7,1,1,0,6,25,,1,1,0,50,1
70165,0,25,1,1,0,1,30,3.0,2,1,0,82,1
1337,4,2,1,0,0,3,24,,1,0,0,66,1
21746,0,7,2,1,0,1,32,4.0,2,0,0,83,1
32192,7,10,1,1,0,1,27,5.0,2,1,0,49,1
929,5,15,1,1,0,1,31,2.0,4,0,0,81,1
65273,5,23,1,1,1,1,29,4.0,8,1,0,70,1
35196,8,7,2,1,0,2,48,3.0,4,0,1,81,1
20430,4,2,0,1,0,1,24,,1,1,0,60,1
65703,8,26,1,0,0,1,30,5.0,2,0,0,80,1
35040,4,22,1,0,0,1,34,5.0,5,1,0,61,1
32357,8,26,1,1,0,1,49,5.0,12,1,0,81,1
41443,4,15,1,0,0,2,30,,1,1,0,59,1
20932,1,13,1,0,1,1,25,,1,1,0,61,1
6258,4,22,1,1,0,2,30,3.0,5,0,0,69,1
78182,4,22,1,1,0,1,28,3.0,4,1,0,59,1
28886,4,32,1,0,1,1,34,4.0,3,1,0,93,1
39754,3,22,1,1,0,1,30,,1,1,1,60,1
5833,0,22,1,1,0,2,30,,1,1,1,96,1
39874,0,22,1,1,1,1,28,5.0,2,0,0,92,1
77500,7,23,1,1,1,1,40,4.0,6,1,0,59,1
59318,1,22,1,1,0,2,29,4.0,3,0,0,67,1
19176,1,22,2,1,1,1,33,4.0,10,1,0,58,1
6129,2,22,2,1,0,1,38,5.0,6,0,0,64,1
67057,7,2,1,0,1,1,33,5.0,4,1,0,51,1
72889,2,2,1,0,1,1,36,3.0,4,1,0,49,1
60261,8,22,1,1,0,1,29,3.0,3,0,0,82,1
6017,8,7,1,0,0,1,29,5.0,5,1,0,78,1
569,5,17,1,1,1,3,33,4.0,7,1,0,70,1
62476,8,28,2,1,1,1,34,3.0,2,1,1,80,1
13163,4,22,1,1,0,1,47,3.0,5,0,0,70,1
60188,4,22,1,1,0,3,35,5.0,7,1,0,59,1
4611,0,2,1,1,0,1,37,5.0,10,1,0,98,1
15573,7,7,1,1,1,1,35,5.0,5,1,0,51,1
71583,4,15,2,1,0,1,42,5.0,7,0,0,76,1
57100,8,27,0,1,0,1,23,,1,1,0,78,1
74880,0,28,1,1,1,2,27,4.0,4,1,0,78,1
69021,4,2,1,1,0,2,31,4.0,6,1,0,80,1
76323,7,2,2,1,1,1,43,5.0,6,1,0,50,1
40008,0,10,1,1,0,1,31,4.0,5,1,0,89,1
37591,8,1,2,1,0,1,34,5.0,4,0,0,81,1
45366,0,2,2,1,0,2,35,5.0,4,1,0,84,1
26206,5,2,1,1,1,1,35,5.0,8,0,0,81,1
45377,0,4,1,1,0,2,29,4.0,3,1,0,82,1
31312,6,2,1,0,0,1,34,5.0,4,0,0,85,1
53767,0,30,1,1,1,2,34,5.0,2,1,0,97,1
42554,7,25,1,1,0,1,33,5.0,4,1,0,88,1
23773,7,11,1,1,1,1,28,3.0,2,0,1,60,1
22509,5,2,2,0,0,1,39,3.0,13,1,0,64,1
58225,7,20,1,1,1,1,35,4.0,2,1,0,62,1
4240,7,7,1,0,0,1,35,4.0,7,1,0,51,1
11559,7,4,2,1,1,1,51,5.0,13,1,0,50,1
56540,7,4,2,1,0,1,56,3.0,12,1,0,51,1
65731,8,22,1,1,0,1,28,3.0,3,1,0,78,1
15115,4,2,2,1,1,1,36,3.0,4,0,0,70,1
20069,5,17,2,1,1,1,37,5.0,7,1,0,69,1
42027,7,2,1,1,1,1,34,2.0,10,1,0,51,1
3549,1,4,1,0,1,2,31,3.0,5,0,0,73,1
33159,7,2,1,1,0,1,33,3.0,2,0,1,62,1
19522,0,22,1,1,1,1,29,5.0,3,1,0,83,1
9871,7,22,1,1,2,1,28,3.0,3,1,0,50,1
48446,0,2,1,0,1,1,35,5.0,4,1,1,89,1
41307,5,7,2,1,0,1,42,1.0,6,1,0,71,1
14031,4,4,1,1,0,1,31,4.0,5,1,0,62,1
74168,5,15,2,0,0,1,55,5.0,4,1,0,74,1
7746,5,22,1,0,1,1,30,5.0,5,1,0,72,1
68339,5,2,1,0,0,1,58,5.0,3,1,0,70,1
13455,8,27,2,1,0,2,34,3.0,8,0,0,85,1
6978,5,2,2,1,1,2,52,5.0,22,1,0,66,1
39295,7,2,1,1,1,1,25,3.0,3,0,0,60,1
72813,7,7,1,1,0,2,40,4.0,9,0,0,64,1
52137,4,22,1,0,0,1,60,3.0,8,0,0,77,1
74241,7,7,1,0,1,1,34,4.0,7,1,0,52,1
33537,7,3,2,1,0,1,49,5.0,19,1,0,46,1
45149,7,22,1,0,1,1,26,3.0,2,1,0,47,1
43433,4,4,1,1,0,1,33,5.0,8,1,0,86,1
12486,6,4,2,0,0,1,34,3.0,3,1,0,81,1
21787,8,23,2,1,0,1,43,3.0,9,1,0,79,1
71499,7,2,1,1,2,2,31,,1,0,0,63,1
57251,7,22,1,1,1,1,29,3.0,8,1,0,49,1
50330,3,15,1,1,0,2,39,3.0,10,1,0,60,1
21985,8,2,2,0,1,1,35,5.0,6,1,0,81,1
10614,7,1,2,0,0,1,33,3.0,2,0,0,93,1
53926,7,17,1,1,0,2,33,4.0,7,0,0,63,1
32644,7,13,1,1,0,1,37,3.0,8,1,0,49,1
30290,5,7,1,1,0,1,33,4.0,8,1,0,71,1
9446,7,12,1,0,1,1,27,5.0,1,0,0,61,1
56733,7,2,1,1,1,1,32,5.0,6,1,1,49,1
10456,2,2,1,1,0,1,26,,1,1,0,50,1
31746,8,30,2,0,0,1,34,3.0,4,1,0,79,1
72940,5,13,2,1,0,2,42,3.0,7,0,1,83,1
21441,7,28,2,1,1,1,31,4.0,4,1,0,52,1
58447,7,22,1,1,1,1,26,4.0,3,1,0,48,1
28361,1,4,2,1,1,2,34,2.0,4,0,0,71,1
38893,1,32,1,0,1,1,29,3.0,3,1,0,54,1
30441,4,2,2,1,0,1,40,5.0,3,1,1,84,1
30072,7,2,1,1,0,1,24,,1,1,0,98,1
75275,8,22,2,0,0,1,34,3.0,9,1,0,78,1
9570,4,2,2,1,0,2,33,5.0,3,0,0,76,1
5657,8,5,2,1,1,2,39,5.0,7,1,0,77,1
44412,1,32,1,1,0,1,28,3.0,1,1,0,60,1
20568,7,26,1,1,0,1,54,5.0,9,1,0,51,1
57570,7,2,1,1,0,1,24,3.0,2,1,0,47,1
63630,8,2,1,1,2,1,34,5.0,9,1,0,84,1
11225,5,2,1,0,1,2,24,,1,1,0,66,1
8748,5,25,2,1,1,1,34,5.0,4,1,0,92,1
55063,5,30,1,0,1,1,37,3.0,5,0,1,97,1
67950,1,7,1,1,0,2,30,3.0,3,0,0,70,1
60536,5,7,2,1,1,3,39,5.0,7,0,1,96,1
14725,0,2,2,1,0,1,56,5.0,3,1,1,94,1
72890,0,11,2,1,0,1,39,5.0,3,1,1,97,1
62619,5,7,1,1,0,1,30,3.0,7,1,0,69,1
4151,7,4,1,1,0,1,34,5.0,4,0,1,63,1
21961,8,7,1,0,0,1,31,3.0,2,1,0,78,1
17555,5,7,2,0,0,1,35,5.0,5,1,0,67,1
28327,7,2,1,1,1,1,31,1.0,5,0,0,58,1
70959,7,22,1,0,1,1,28,,1,1,0,44,1
18178,4,15,1,1,1,1,36,5.0,4,0,0,72,1
7596,4,23,2,1,0,1,40,3.0,12,1,0,63,1
23776,8,27,2,1,0,1,39,5.0,10,1,0,78,1
76722,7,2,1,1,0,1,41,5.0,4,1,1,48,1
24958,8,26,2,1,0,1,41,5.0,4,0,0,90,1
22921,4,15,2,1,2,2,38,3.0,7,1,0,59,1
30004,5,2,1,0,1,1,35,5.0,6,1,0,71,1
70236,7,2,2,1,1,1,34,5.0,3,1,0,49,1
21946,8,7,1,0,0,1,29,5.0,2,1,0,85,1
19383,4,4,1,0,0,1,34,4.0,7,0,0,67,1
4956,7,16,1,1,1,1,22,5.0,2,0,0,62,1
40318,0,22,1,0,0,1,28,4.0,5,0,0,84,1
69884,0,22,1,1,1,1,28,4.0,2,1,0,81,1
62238,5,7,2,1,0,1,36,3.0,6,0,0,94,1
68593,5,2,2,0,0,1,33,5.0,8,0,0,79,1
77706,5,2,1,0,1,1,53,5.0,11,1,0,71,1
64560,4,22,1,0,0,1,28,5.0,2,1,0,62,1
41769,4,32,1,1,1,1,32,3.0,8,0,0,98,1
67490,2,2,0,1,0,1,20,5.0,2,1,0,47,1
61617,7,22,1,1,1,1,32,3.0,6,0,0,60,1
65173,1,4,2,1,1,1,35,5.0,4,0,0,70,1
49823,4,22,1,1,0,1,42,4.0,5,1,0,58,1
34852,0,2,2,1,0,1,35,3.0,2,1,0,86,1
6132,7,7,1,1,1,1,37,5.0,10,0,0,61,1
78281,4,19,2,1,0,1,44,3.0,7,1,0,58,1
70520,7,7,2,1,1,1,34,3.0,7,1,0,95,1
44856,5,2,1,0,1,1,32,5.0,8,1,0,70,1
23752,6,15,1,1,0,1,32,5.0,4,1,0,90,1
55516,0,22,1,1,1,1,33,4.0,6,1,0,86,1
16834,7,7,1,1,1,1,33,3.0,3,1,0,52,1
23525,4,4,2,1,1,1,40,5.0,6,0,0,73,1
73136,4,15,2,1,1,1,37,5.0,3,1,0,63,1
12717,4,2,1,1,0,1,38,3.0,13,1,0,63,1
36427,7,27,1,1,0,1,25,2.0,3,0,0,65,1
1816,5,26,1,0,0,1,40,3.0,8,1,0,64,1
48435,0,26,1,1,0,1,28,3.0,5,1,0,82,1
62594,0,22,1,1,1,2,29,,1,1,0,86,1
62005,0,25,1,1,0,2,27,5.0,3,0,0,86,1
65766,7,11,1,1,0,2,28,4.0,3,1,0,50,1
68187,5,31,2,0,1,1,33,2.0,7,1,0,70,1
46993,7,7,1,1,1,1,27,,1,1,0,51,1
9921,4,4,1,1,0,1,26,5.0,2,0,0,74,1
17645,7,4,1,1,0,1,39,3.0,5,1,0,48,1
42221,4,2,1,1,0,1,31,3.0,7,1,0,59,1
34741,4,15,1,1,1,1,36,3.0,7,0,0,70,1
60544,7,7,1,1,0,1,34,4.0,9,1,0,90,1
39580,8,2,2,1,0,1,38,5.0,9,1,0,87,1
4937,0,22,1,1,1,2,28,4.0,2,1,0,89,1
36689,2,2,1,0,0,1,34,3.0,5,0,0,61,1
63846,5,17,1,0,1,3,30,5.0,4,1,0,71,1
41468,0,22,1,0,1,2,28,4.0,6,1,0,81,1
59171,0,7,2,1,0,1,39,4.0,3,1,1,94,1
50693,5,2,1,0,1,1,56,5.0,13,1,0,95,1
68564,8,7,1,1,1,1,30,5.0,6,1,0,95,1
30687,7,2,1,0,1,1,24,4.0,2,1,0,47,1
6947,5,15,2,1,1,1,35,5.0,3,0,0,83,1
67328,4,32,1,1,0,1,35,4.0,4,1,1,74,1
42017,5,17,1,1,1,1,39,5.0,10,1,1,86,1
62958,5,31,1,1,0,1,39,5.0,11,1,1,90,1
56027,8,33,1,1,0,1,32,3.0,6,0,0,90,1
55901,7,10,2,1,0,1,44,3.0,17,1,0,50,1
35701,7,7,1,0,0,2,28,4.0,6,1,0,49,1
19231,8,16,1,0,0,2,45,4.0,5,1,1,82,1
58400,7,13,1,1,1,1,34,3.0,8,0,0,62,1
16308,8,27,1,1,0,1,43,3.0,7,0,0,83,1
13334,4,22,2,0,0,2,30,5.0,4,0,0,78,1
49512,0,28,1,1,1,1,33,5.0,5,0,0,99,1
42171,0,26,1,1,1,1,32,5.0,4,0,0,84,1
71891,4,4,1,1,1,1,31,5.0,4,1,0,63,1
64290,7,27,1,1,0,1,31,5.0,5,1,1,95,1
60264,7,28,1,1,0,1,31,5.0,6,1,0,51,1
51643,2,26,1,1,0,1,32,3.0,4,0,1,58,1
62096,3,22,0,1,0,3,27,,1,1,0,61,1
50603,0,31,1,1,0,2,27,5.0,5,1,0,81,1
15022,7,7,2,1,0,1,45,3.0,16,1,0,53,1
7044,7,2,1,0,0,1,46,5.0,5,0,0,56,1
78140,7,23,1,1,1,1,28,4.0,3,1,0,47,1
54789,7,2,1,1,1,1,24,4.0,3,1,1,92,1
35927,4,7,1,1,1,1,27,3.0,2,1,0,58,1
61911,8,2,0,1,1,1,23,4.0,1,1,0,82,1
27767,1,7,2,1,1,1,35,5.0,7,1,0,59,1
60490,2,2,0,1,0,1,23,,1,1,0,51,1
14252,4,13,1,0,0,1,33,3.0,4,0,0,66,1
